id,name,definition,synonyms_exact,alt_ids,subsets,xrefs,replaced_by,consider
UBERON:0001923,central medial nucleus,"A small cell group in the interthalamic adhesion of the thalamus that occupy the midline region of the internal medullary lamina, between the left and right paracentral nuclei.",central medial nucleus of thalamus|central medial nucleus thalamus (rioch 1928)|central medial thalamic nucleus|nucleus centralis medialis|nucleus centralis medialis thalami,,pheno_slim,"BAMS:CM|BAMS:CMN|BAMS:GMN|BIRNLEX:971|BM:Die-CeM|BTO:0003753|DHBA:10445|EMAPA:35206|FMA:62171|HBA:4438|MA:0000872|MBA:599|neuronames:321 {source=""BIRNLEX:971""}|PBA:128012616|SCTID:279161000|UMLS:C0920328 {source=""BIRNLEX:971""}",,
UBERON:0001924,paracentral nucleus,"One of the intralaminar nuclei of the thalamus, located medial to the central lateral nucleus.",nucleus centralis lateralis superior (kusama)|nucleus paracentral|nucleus paracentral thalami|nucleus paracentralis thalami|paracentral nucleus of thalamus|paracentral nucleus thalamus (gurdjian 1927)|paracentral thalamic nucleus,,pheno_slim,"BAMS:PAC|BAMS:PC|BAMS:PCM|BAMS:PCN|BIRNLEX:981|BM:Die-Th-Pc|DHBA:10446|DMBA:16416|EMAPA:35658|EV:0100204|FMA:62172|HBA:4435|MA:0000873|MBA:907|neuronames:322 {source=""BIRNLEX:981""}|SCTID:279152000|UMLS:C0228354 {source=""BIRNLEX:981""}",,
UBERON:0001925,ventral lateral nucleus of thalamus,"The ventral lateral nucleus (VL) is a nucleus of the thalamus. [WP,unvetted].",lateral ventral nucleus of thalamus|nuclei ventrales laterales thalami|nucleus ventralis intermedius|nucleus ventralis lateralis|nucleus ventralis lateralis thalami|nucleus ventralis thalami lateralis|nucleus ventrolateralis thalami|ventral lateral complex of thalamus|ventral lateral nucleus|ventral lateral nucleus of thalamus|ventral lateral thalamic nuclei|ventral lateral thalamic nucleus|ventrolateral thalamic nucleus,,human_reference_atlas|uberon_slim|vertebrate_core,"BAMS:VL|BAMS:VTh|BIRNLEX:1237|BM:Die-Th-VL|BTO:0002463|DHBA:10420|DMBA:16428|EMAPA:36654|FMA:62186|HBA:12925|NCIT:C33862|neuronames:337 {source=""BIRNLEX:1237""}|SCTID:279146001|TAO:0000306|UMLS:C0228339 {source=""BIRNLEX:1237"", source=""ncithesaurus:Ventrolateral_Nucleus_of_the_Thalamus""}|Wikipedia:Ventral_lateral_nucleus|ZFA:0000306",,
UBERON:0001926,lateral geniculate body,The group of neurons that serve as the primary processor of visual information received from the retina via the optic tract and send processed information to the visual cortex of the occipital lobe.,corpus geniculatum laterales|lateral geniculate complex|lateral geniculate nucleus|nucleus geniculatus lateralis,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim,"BAMS:C.gl.|BAMS:LG|BIRNLEX:1662|BTO:0004366|BTO:0004367|DHBA:10429|EFO:0001988|EMAPA:35478|EV:0100219|FMA:62209|MA:0000869|NCIT:C32556|neuronames:352 {source=""BIRNLEX:1662""}|PBA:128013070|SCTID:362377006|UMLS:C0086526 {source=""ncithesaurus:External_Geniculate_Body"", source=""BIRNLEX:1662""}|Wikipedia:Lateral_geniculate_body",,
UBERON:0001927,medial geniculate body,"Nuclear complex of the thalamus situated on the caudal, subpial aspect of the thalamus (Brodal, Neurological Anatomy, 3rd ed., 1981, pg 622).",corpus geniculatum mediale|medial geniculate complex|medial geniculate nuclei|medial geniculate nucleus|nuclei corporis geniculati medialis,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim,"BAMS:C.gm.|BAMS:MG|BIRNLEX:1670|BM:Die-Th-MG|BTO:0002674|DHBA:10434|DMBA:16462|EFO:0001968|EMAPA:35546|EV:0100218|FMA:62211|HBA:12926|MA:0000870|MBA:475|NCIT:C32843|neuronames:355 {source=""BIRNLEX:1670""}|SCTID:362378001|UMLS:C0086596 {source=""ncithesaurus:Internal_Geniculate_Body"", source=""BIRNLEX:1670""}|Wikipedia:Medial_geniculate_body",,
UBERON:0001928,preoptic area,Area of the forebrain between the anterior commissure and optic chiasm.,preoptic nuclei|preoptic region of hypothalamus,,efo_slim|uberon_slim|vertebrate_core,"BAMS:POA|BIRNLEX:1706|BM:Die-Hy-POA|BTO:0001796|CALOHA:TS-0822|DMBA:15577|EFO:0002523|EMAPA:36655|FMA:62313|GAID:644|HBA:4541|MESH:D011301|neuronames:377 {source=""BIRNLEX:1706""}|SCTID:362382004|TAO:0000470|UMLS:C0033063 {source=""BIRNLEX:1706""}|UMLS:C1284641 {source=""BIRNLEX:1706""}|Wikipedia:Preoptic_area|ZFA:0000470",,
UBERON:0001929,supraoptic nucleus,"The supraoptic nucleus (SON) is a nucleus of magnocellular neurosecretory cells in the hypothalamus of the mammalian brain. The nucleus is situated at the base of the brain, adjacent to the optic chiasm. [WP,unvetted].",nucleus supraopticus|supra-optic nucleus|supraoptic nucleus of hypothalamus,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim,"BAMS:SO|BAMS:SON|BIRNLEX:1411|BM:Die-Hy-SON|BTO:0002697|DHBA:10481|DMBA:15633|EFO:0002476|EMAPA:35843|EV:0100227|FMA:62317|GAID:646|HBA:12907|MA:0000849|MBA:390|MESH:D013495|neuronames:385 {source=""BIRNLEX:1411""}|SCTID:369130007|UMLS:C0038869 {source=""BIRNLEX:1411""}|Wikipedia:Supraoptic_nucleus",,
UBERON:0001930,paraventricular nucleus of hypothalamus,"Nucleus in the anterior part of the hypothalamus. (MSH) * one of the magnocellular hypothalamic nuclei, an elongated plate of large, deeply staining cells located close to the third ventricle in the anterior hypothalamic area; major source of oxytocin and to a lesser extent, of antidiuretic hormone, neurohormones, which are carried to the neurohypophysis along the paraventriculohypophysial tract. (CSP).",filiform nucleus|paraventricular hypothalamic nucleus|paraventricular nucleus,,efo_slim|pheno_slim|uberon_slim,"BAMS:Pa|BAMS:PAH|BAMS:PVH|BIRNLEX:1407|BM:Die-Hy-PAH|BTO:0002476|DHBA:10476|EFO:0002469|EMAPA:35665|EV:0100229|FMA:62320|GAID:643|HBA:12905|MA:0000848|MBA:38|MESH:D010286|neuronames:387 {source=""BIRNLEX:1407""}|SCTID:369131006|UMLS:C0030532 {source=""BIRNLEX:1407""}|Wikipedia:Paraventricular_nucleus_of_hypothalamus",,
UBERON:0001931,lateral preoptic nucleus,"The lateral preoptic nucleus is lateral to the medial preoptic nucleus. It also mediates non-REM sleep onset.[WP,unvetted].",lateral preoptic area|lateral preoptic hypothalamic nucleus,,uberon_slim,"BAMS:LPO|BIRNLEX:1722|BM:Die-Hy-LPO|BTO:0006166 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", sssom:author_id=""https://orcid.org/0000-0003-4423-4370"", sssom:mapping_provider=""https://github.com/biopragmatics/biomappings""}|DHBA:10471|EMAPA:35483|FMA:62326|HBA:4552|MA:0000835|MBA:226|neuronames:381 {source=""BIRNLEX:1722""}|SCTID:369129002|UMLS:C0175312 {source=""BIRNLEX:1722""}|UMLS:C1289556 {source=""BIRNLEX:1722""}|Wikipedia:Preoptic_area#Lateral_preoptic_nucleus",,
UBERON:0001932,arcuate nucleus of hypothalamus,"The arcuate nucleus (or infundibular nucleus) is an aggregation of neurons in the mediobasal hypothalamus, adjacent to the third ventricle and the median eminence. The arcuate nucleus includes several important populations of neurons, including: Neuroendocrine neurons, Centrally-projecting neurons and Others. [WP,unvetted].",arcuate hypothalamic nucleus|arcuate nucleus|arcuate nucleus-2|arcuate periventricular nucleus|infundibular hypothalamic nucleus|infundibular nucleus|infundibular periventricular nucleus|nucleus arcuatus,,uberon_slim,"BAMS:Arc|BAMS:ArcH|BAMS:ARH|BIRNLEX:1638|BM:HAr|BTO:0002473|BTO:0005534|DHBA:10492|EMAPA:35142|EV:0100230|FMA:62329|GAID:647|HBA:12913|MA:0000847|MBA:223|MESH:D001111|NCIT:C52711|neuronames:395 {source=""BIRNLEX:1638""}|UMLS:C0003741 {source=""BIRNLEX:1638"", source=""ncithesaurus:Arcuate_Nucleus""}|Wikipedia:Arcuate_nucleus",,
UBERON:0001933,retrochiasmatic area,,retrochiasmatic region,,,"BAMS:RCH|BAMS:RCh|BIRNLEX:1569|EMAPA:37732 {source=""MA:th""}|FMA:62330|MA:0000841|MBA:173|neuronames:396 {source=""BIRNLEX:1569""}|UMLS:C0262326 {source=""BIRNLEX:1569""}",,
UBERON:0001934,dorsomedial nucleus of hypothalamus,"The Dorsomedial hypothalamic nucleus is a nucleus of the hypothalamus. It is involved in feeding, drinking, and body weight regulation. [WP,unvetted].",dorsomedial hypothalamic nucleus|dorsomedial nucleus of dorsal hypothalamus|dorsomedial nucleus of intermediate hypothalamus,,uberon_slim,"BAMS:DM|BAMS:DMH|BIRNLEX:1558|BM:Die-Hy-DMH|BTO:0002474|DHBA:10485|EMAPA:35297|EV:0100232|FMA:62331|GAID:648|HBA:12914|MA:0000838|MBA:830|MESH:D004302|neuronames:397 {source=""BIRNLEX:1558""}|SCTID:369134003|UMLS:C0013055 {source=""BIRNLEX:1558""}|Wikipedia:Dorsomedial_hypothalamic_nucleus",,
UBERON:0001935,ventromedial nucleus of hypothalamus,"The ventromedial nucleus (sometimes referred to as the ventromedial hypothalamus) is a nucleus of the hypothalamus. [WP,unvetted].",ventromedial hypothalamic nucleus,,uberon_slim,"BAMS:VMH|BIRNLEX:1572|BM:VMH|BTO:0002472|DHBA:10488|DMBA:15675|EMAPA:35916|EV:0100233|FMA:62332|GAID:650|HBA:12919|MA:0000845|MBA:693|MESH:D014697|neuronames:398 {source=""BIRNLEX:1572""}|SCTID:369124007|UMLS:C0042518 {source=""BIRNLEX:1572""}|Wikipedia:Ventromedial_hypothalamic_nucleus",,
UBERON:0001936,tuberomammillary nucleus,"The tuberomammillary nucleus is a subnucleus of the posterior third of the hypothalamus. It consists of, largely, histaminergic and is involved with the control of arousal, sleep and circadian rhythm. Axons of the tuberomammillary nucleus project primarily to the cerebral cortex, thalamus, basal ganglia, basal forebrain, and hypothalamus. The projections to the cerebral cortex directly increase cortical activation and arousal, and projections to acetylcholinergic neurons of the basal forebrain and dorsal pons do so indirectly, by increasing the release of acetylcholine in the cerebral cortex. [WP,unvetted].",caudal magnocellular nucleus|mammilloinfundibular nucleus|mammiloinfundibular nucleus|tuberomammillary hypothalamic nucleus|tuberomammillary nucleus,,uberon_slim,"BAMS:TM|BIRNLEX:1271|DHBA:10496|EMAPA:35889|EV:0100237|FMA:62335|HBA:12912|MA:0000853|MBA:557|neuronames:427 {source=""BIRNLEX:1271""}|SCTID:369122006|UMLS:C0228377 {source=""BIRNLEX:1271""}|UMLS:C1289549 {source=""BIRNLEX:1271""}|Wikipedia:Tuberomammillary_nucleus",,
UBERON:0001937,lateral hypothalamic nucleus,"The lateral hypothalamus or lateral hypothalamic area is a part of the hypothalamus. It is concerned with hunger. Damage to this area can cause reduced food intake. Stimulating the lateral hypothalamus causes a desire to eat, while stimulating the ventromedial hypothalamus causes a desire to stop eating.",nucleus hypothalamicus lateralis,,uberon_slim|vertebrate_core,"BAMS:LHy|BIRNLEX:1199|EV:0100234|FMA:62337|neuronames:1347 {source=""BIRNLEX:1199""}|SCTID:360452004|TAO:0000227|UMLS:C0086527 {source=""BIRNLEX:1199""}|Wikipedia:Lateral_hypothalamus|ZFA:0000227",,
UBERON:0001938,lateral mammillary nucleus,,lateral mammillary hypothalamic nucleus|lateral nucleus of mammillary body|nucleus mammillaris lateralis,,,"BAMS:LM|BIRNLEX:1460|BTO:0004009|DHBA:10502|DMBA:15734|EMAPA:35481|EV:0100239|FMA:62341|HBA:4675|MA:0000850|MBA:210|neuronames:413 {source=""BIRNLEX:1460""}|SCTID:369143007|UMLS:C0152357 {source=""BIRNLEX:1460""}|UMLS:C1289570 {source=""BIRNLEX:1460""}",,
UBERON:0001939,medial mammillary nucleus,,internal mammillary nucleus|medial nucleus of mammillary body|nucleus mammillaris medialis,,,"BAMS:MM|BAMS:MMg|BIRNLEX:1299|BTO:0004008|DHBA:10499|DMBA:15729|EMAPA:35548|EV:0100238|FMA:62342|HBA:4672|MA:0000851|MBA:491|neuronames:376 {source=""BIRNLEX:1299""}|SCTID:369141009|UMLS:C0175329 {source=""BIRNLEX:1299""}|UMLS:C1289568 {source=""BIRNLEX:1299""}",,
UBERON:0001940,supramammillary nucleus,,,,,"BAMS:SUM|BAMS:SuM|BIRNLEX:1479|DHBA:10497|EMAPA:35842|FMA:62347|HBA:12911|MA:0000852|MBA:525|neuronames:418 {source=""BIRNLEX:1479""}|SCTID:369144001|UMLS:C0228378 {source=""BIRNLEX:1479""}|UMLS:C1289571 {source=""BIRNLEX:1479""}",,
UBERON:0001941,lateral habenular nucleus,,lateral habenula|nucleus habenulae lateralis|nucleus habenularis lateralis|nucleus habenularis lateralis epithalami,,,"BAMS:HL|BAMS:LH|BAMS:LHb|BIRNLEX:1438|BM:Die-Epi-Hl|BTO:0002699|DHBA:10453|EMAPA:35479|FMA:62372|HBA:4524|MA:0000831|MBA:186|neuronames:295 {source=""BIRNLEX:1438""}|SCTID:361538005|UMLS:C0228390 {source=""BIRNLEX:1438""}",,
UBERON:0001942,medial habenular nucleus,"The habenular nuclei comprise a small group of nuclei that are part of the epithalamus of the diencephalon, situated at the posterior end of the thalamus, on its upper surface. The habenular nuclei are typically divided into: lateral habenular nucleus medial habenular nucleus The pineal gland is attached to the brain in this region. Nerve impulses from the habenular nuclei are transmitted to the septal nuclei via the stria medullaris, which is found on the medial surface of the thalamus.",medial habenula|nucleus habenulae medialis|nucleus habenularis medialis|nucleus habenularis medialis (Hassler)|nucleus habenularis medialis epithalami,,,"BAMS:HM|BAMS:MH|BAMS:MHb|BIRNLEX:1431|BM:Die-Epi-HM|BTO:0003686|DHBA:10456|DMBA:16388|EMAPA:35547|FMA:62373|HBA:4523|MA:0000832|MBA:483|neuronames:294 {source=""BIRNLEX:1431""}|UMLS:C0228389 {source=""BIRNLEX:1431""}|Wikipedia:Habenular_nuclei",,
UBERON:0001943,midbrain tegmentum,"Ventral part of the midbrain, separated from the hindbrain by the isthmus[ISBN:0471888893]. Subdivision of the midbrain lying anterior to the tectum and posterior to the substantia nigra and cerebral peduncle[FMA] The part of the midbrain extending from the substantia nigra to the cerebral aqueduct in a horizontal section of the midbrain. It forms the floor of the midbrain that surrounds the cerebral aqueduct[WP].",tegmentum mesencephali|tegmentum of midbrain,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"BAMS:MTg|BIRNLEX:1200|BTO:0003388|DHBA:12195|EFO:0000921|EHDAA2:0004475|EMAPA:18215|FMA:62393|HBA:9002|MA:0000212|MAT:0000452|MESH:D013681 {sssom:mapping_provider=""https://github.com/biopragmatics/biomappings"", sssom:mapping_justification=""https://w3id.org/semapv/vocab/LexicalMatching""}|neuronames:491 {source=""BIRNLEX:1200""}|SCTID:362392007|TAO:0000160|UMLS:C0039441 {source=""BIRNLEX:1200""}|VHOG:0001367|Wikipedia:Midbrain_tegmentum|XAO:0004271|ZFA:0000160",,
UBERON:0001944,pretectal region,Nuclear complex between dorsal thalamus and optic tectum whose nuclei receive afferents primarily from the retina and the optic tectum and are involved in modulating motor behavior in response to visual input.,area pretectalis|nuclei pretectales|pretectal area|pretectal nuclei|pretectum,,human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"BAMS:PRT|BAMS:PTc|BAMS:PTec|BIRNLEX:703|BM:MB-Tec-PT|DHBA:12181|DMBA:16510|EMAPA:32778|FMA:62402|HBA:9079|MA:0001062|MBA:1100|MESH:D066250 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", sssom:author_id=""https://orcid.org/0000-0001-9439-5346"", sssom:mapping_provider=""https://github.com/biopragmatics/biomappings""}|neuronames:467 {source=""BIRNLEX:703""}|NLX:59721|SCTID:416333003|TAO:0000418|UMLS:C0175354 {source=""BIRNLEX:703""}|Wikipedia:Pretectal_area|Wikipedia:Pretectum|XAO:0004303|ZFA:0000418",,
UBERON:0001945,superior colliculus,"Part of the midbrain tecturm consisting of paired bodies that sit caudal to the thalamus and surround the pineal gland in the mesencephalon of vertebrate brains. It comprises the rostral aspect of the midbrain, posterior to the periaqueductal gray and adjacent superior the inferior colliculus. The inferior and superior colliculi are known collectively as the corpora quadrigemina (Latin, quadruplet bodies). It consists of several identified cellular layers and also comprises the brachium of the superior colliculus and commissure of supeior colliculus from Wikipedia.org and Neuronames (MM).",anterior colliculus|anterior corpus quadrigeminum|cranial colliculus|optic tectum,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim|vertebrate_core,"AAO:0010609|BAMS:SC|BIRNLEX:1040|BM:MB-Tec-SC|BTO:0000965|DHBA:12292|DMBA:16678|EFO:0002474|EMAPA:32869|EV:0100245|FMA:62403|GAID:576|HBA:9114|MA:0001068|MESH:D013477|neuronames:473 {source=""BIRNLEX:1040""}|TAO:0000445|UMLS:C0228405 {source=""BIRNLEX:1040""}|Wikipedia:Superior_colliculus|XAO:0003226|ZFA:0000445",,
UBERON:0001946,inferior colliculus,"Part of the midbrain tectum, consisting of paired predominantly gray matter elevations on the dorsal aspect of the midbrain, located caudal to the superior colliculus, dorsal to the periaqueductal gray of the cerebral aqueduct and rostral to the cerebellum. According to Neuronames, the inferior colliculus comprises the central, pericentral and external nucleus and two predominantly white matter structures, the brachium of the inferior colliculus and the commissure of the inferior colliculus (MM).",caudal colliculus|inferior colliculi|posterior colliculus|posterior corpus quadrigeminum,,efo_slim|human_reference_atlas|pheno_slim|uberon_slim,"BAMS:IC|BIRNLEX:806|DHBA:12305|DMBA:16692|EFO:0002465|EMAPA:32870|EV:0100246|FMA:62404|GAID:575|HBA:9102|MA:0001067|MBA:4|MESH:D007245|neuronames:476 {source=""BIRNLEX:806""}|UMLS:C0228411 {source=""BIRNLEX:806""}|Wikipedia:Inferior_colliculus",,
UBERON:0001947,red nucleus,"Large round nucleus located in the midbrain tegmentum, consisting of a magnocellular and parvicellular portion in most species studied.",nucleus ruber,,human_reference_atlas|pheno_slim|uberon_slim,"BAMS:R|BAMS:RN|BIRNLEX:1478|BM:MB-RN|BTO:0006329 {sssom:mapping_justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", sssom:author_id=""https://orcid.org/0000-0003-4423-4370"", sssom:mapping_provider=""https://github.com/biopragmatics/biomappings""}|DHBA:12247|EHDAA2:0004706|EMAPA:35724|EV:0100248|FMA:62407|GAID:586|HBA:9053|MA:0001063|MBA:214|MESH:D012012|neuronames:505 {source=""BIRNLEX:1478""}|SCTID:279287006|TAO:0000552|UMLS:C0034910 {source=""BIRNLEX:1478""}|Wikipedia:Red_nucleus|ZFA:0000552",,
UBERON:0001948,regional part of spinal cord,A multi-tissue structure that is part of a spinal cord.,,,non_informative,"BIRNLEX:1496|NCIT:C33969|SCTID:244437008|UMLS:C1268166 {source=""ncithesaurus:Spinal_Cord_Part""}",,
UBERON:0001949,gingival epithelium,A stratified squamous epithelium consisting of a basal layer; it is keratinized or parakeratinized[BTO].,epithelial tissue of gingiva|epithelium of gingiva|gingiva epithelial tissue|gingiva epithelium,,,"BTO:0004998|FMA:62423|MA:0001576|NCIT:C49239|UMLS:C1179154 {source=""ncithesaurus:Gingival_Epithelium""}",,
UBERON:0001950,neocortex,"An area of cerebral cortex defined on the basis of cytoarchitecture that have six layers. Starting from the cortical surface the layers are: molecular layer (I), external granular layer (II), external pyramidal layer (III), internal granular layer (IV), internal pyramidal layer (V), and multiform layer (VI). Neocortex is most prominent in the frontal lobe, the parietal lobe, the temporal lobe and the occipital lobe, less so in the cingulate gyrus, the parahippocampal gyrus and the insula. It is composed of two subdivisions: true isocortex and proisocortex (Carpenter-83)(NN).",cerebral neocortex|homogenetic cortex|homotypical cortex|isocortex (sensu lato)|neocortex (isocortex)|neopallial cortex|neopallium,,pheno_slim|uberon_slim,"BAMS:ISO|BAMS:Iso-cortex|BAMS:NCX|BIRNLEX:2547|BTO:0000920|DHBA:10160|EHDAA2:0004662|EMAPA:32842|EMAPA:35589|FMA:62429|GAID:677|MA:0002754|MBA:315|MESH:D019579|neuronames:757 {source=""BIRNLEX:2547""}|PBA:294021746|UMLS:C0175173 {source=""BIRNLEX:2547""}|Wikipedia:Neocortex",,
UBERON:0001951,epithelium of nasopharynx,An epithelium that is part of a nasopharynx [Automatically generated definition].,epithelial tissue of nasal part of pharynx|epithelial tissue of nasopharynx|epithelial tissue of rhinopharynx|epithelium of nasal part of pharynx|epithelium of rhinopharynx|nasal part of pharynx epithelial tissue|nasal part of pharynx epithelium|nasopharynx epithelial tissue|nasopharynx epithelium|rhinopharynx epithelial tissue|rhinopharynx epithelium,UBERON:0003237,,"BTO:0004480|CALOHA:TS-0662|EHDAA2:0001241|EHDAA:7090|EMAPA:17672|FMA:62452|MA:0001865|NCIT:C49263|UMLS:C1179157 {source=""ncithesaurus:Nasopharynx_Epithelium""}|VHOG:0001038",,
UBERON:0001952,epithelium of oropharynx,An epithelium that is part of a oropharynx [Automatically generated definition].,oropharyngeal epithelium|oropharynx epithelial tissue|oropharynx epithelium,,,"EHDAA2:0004083|EMAPA:37705 {source=""MA:th""}|FMA:62453|MA:0001605|NCIT:C49264|UMLS:C1179158 {source=""ncithesaurus:Oropharynx_Epithelium""}",,
UBERON:0001953,presubiculum,A modified six-layered cortex between the subiculum and the main part of the parahippocampal gyrus.,presubicular cortex (presubiculum)|presubiculum (Cajal),,,"BAMS:PRE|BAMS:PRS|BAMS:PrS|BIRNLEX:1108|BM:Tel-Cx-PSB|DHBA:10315|DMBA:16172|EMAPA:35703|FMA:62486|HBA:4252|MA:0000923|MBA:1084|neuronames:167 {source=""BIRNLEX:1108""}|UMLS:C0175194 {source=""BIRNLEX:1108""}",,
UBERON:0001954,Ammon's horn,"A part of the brain consisting of a three layered cortex located in the forebrain bordering the medial surface of the lateral ventricle. The term hippocampus is often used synonymously with hippocampal formation which consists of the hippocampus proper or Cornu Ammonis, the dentate gyrus and the subiculum.",ammon gyrus|ammon horn|Ammon's horn|hippocampus major|hippocampus proper|hippocampus proprius,UBERON:0003940|UBERON:0004165,efo_slim|pheno_slim|uberon_slim,"BAMS:CA|BIRNLEX:721|BM:Tel-CAM|BTO:0003705|CALOHA:TS-0460|DHBA:10296|DMBA:16124|EFO:0000530|EHDAA2:0004443|EMAPA:32845|EV:0100180|FMA:62493|GAID:623|http://scalablebrainatlas.incf.org/services/thumbnail.php?template=ABA07&size=L&dim=2d3d&format=png&region=CA|MA:0000191|MAT:0000114|MBA:375|MESH:D006624|MIAA:0000114|NCIT:C12444|NCIT:C32374|neuronames:3157|PBA:128012244|SCTID:361561007|UMLS:C0019564 {source=""BIRNLEX:721"", source=""ncithesaurus:Hippocampus""}|VHOG:0001177|Wikipedia:Hippocampus",,
UBERON:0001955,epithelium of respiratory bronchiole,An epithelium that is part of a respiratory bronchiole [Automatically generated definition].,bronchiolus respiratorius epithelial tissue|bronchiolus respiratorius epithelium|epithelial tissue of bronchiolus respiratorius|epithelial tissue of respiratory bronchiole|epithelium of bronchiolus respiratorius|respiratory bronchiole epithelial tissue|respiratory bronchiole epithelium,,human_reference_atlas,"EMAPA:35730|FMA:62498|MA:0001773|NCIT:C48943|UMLS:C1179179 {source=""ncithesaurus:Respiratory_Bronchiole_Epithelium""}",,
UBERON:0001956,cartilage of bronchus,"The hyaline cartilaginous structures that support the bronchi, present as irregular rings in the larger bronchi (and not as regular as in the trachea), and as small plates and islands in the smaller bronchi; as the branching continues through the bronchial tree, the amount of hyaline cartilage in the walls decreases until it is absent in the smallest bronchioles[MP].",bronchi cartilage|bronchial cartilage|bronchial cartilage ring|bronchial trunk cartilage|bronchus cartilage|cartilage of bronchi|cartilage of bronchial trunk|cartilagines bronchiales,,human_reference_atlas|pheno_slim,"EMAPA:35192|FMA:62649|MA:0001835|NCIT:C49209|SCTID:278980009|UMLS:C0225604 {source=""ncithesaurus:Bronchus_Cartilage""}",,
UBERON:0001957,submucosa of bronchus,A submucosa that is part of a bronchus [Automatically generated definition].,bronchi submucosa|bronchial submucosa|bronchial trunk submucosa|bronchus submucosa|submucosa of bronchi|submucosa of bronchial trunk|tela submucosa bronchi,,,"BTO:0002108|EMAPA:37449 {source=""MA:th""}|FMA:62653|MA:0001837|NCIT:C49214|SCTID:85546005|UMLS:C0225601 {source=""ncithesaurus:Bronchus_Submucosa""}",,
UBERON:0001958,terminal bronchiole epithelium,An epithelium that lines a terminal bronchiole.,bronchiolus terminalis epithelial tissue|bronchiolus terminalis epithelium|epithelial tissue of bronchiolus terminalis|epithelial tissue of terminal bronchiole|epithelium of bronchiolus terminalis|epithelium of terminal bronchiole|terminal bronchiole epithelial tissue|terminal bronchiole epithelium,,human_reference_atlas,"EMAPA:36283|FMA:62794|MA:0001774|NCIT:C33755|UMLS:C1179400 {source=""ncithesaurus:Terminal_Bronchiole_Epithelium""}",,
UBERON:0001959,white pulp of spleen,"The parenchymatous tissue of the spleen that surrounds splenic blood vessels, consists of compact masses of lymphatic cells and is where foreign material removed from the blood is used to initiate an immune reaction that results in the production of antibodies.",pulpa alba|spleen white pulp|splenic white pulp|white pulp,,human_reference_atlas|pheno_slim|uberon_slim,"CALOHA:TS-1264|EMAPA:35809|FMA:62805|MA:0000762|NCIT:C12993|UMLS:C0229686 {source=""ncithesaurus:Splenic_White_Pulp""}|Wikipedia:White_pulp",,
UBERON:0001960,periarterial lymphatic sheath,The area of the spleen in which T cells surround the central arteriole.,PALS|periarterial lymphoid sheath|periarteriolar sheath|spleen periarteriolar lymphatic sheath|T cell domain of the splenic white pulp,,human_reference_atlas|pheno_slim,"EMAPA:37750 {source=""MA:th""}|FMA:62810|MA:0000765",,
UBERON:0001961,mucosa-associated lymphoid tissue,"Diffuse system of small concentrations of lymphoid tissue found in various sites of the body such as the gastrointestinal tract, thyroid, breast, lung, salivary glands, eye, and skin[WP]. Mucosal-associated lymphoid tissue is typically found as nodules associated with mucosal epithelia with distinct internal structures including B- and T-zones for the activation of lymphocytes[GO].",epithelio-lymphoid tissue|MALT|mucosa associated lymphatic tissue|mucosa associated lymphoid tissue|mucosa-associated lymphoid tissue|mucosal-associated lymphatic tissue|mucosal-associated lymphoid tissue,,human_reference_atlas|pheno_slim|uberon_slim,"FMA:62819|MA:0000140|NCIT:C12910|UMLS:C0599921 {source=""ncithesaurus:Mucosa-Associated_Lymphoid_Tissue""}|Wikipedia:Mucosa-associated_lymphoid_tissue",,
UBERON:0001962,gut-associated lymphoid tissue,"Mucosa-associated lymphoid tissue in digestive tract. includes Peyer's patches, appendix, and solitary lymph nodules[GO].",gut associated lymphoid tissue,,human_reference_atlas|pheno_slim|uberon_slim,"FMA:62820|MA:0000136|NCIT:C12936|UMLS:C0596638 {source=""ncithesaurus:Gut_Associated_Lymphoid_Tissue""}|Wikipedia:Gut-associated_lymphoid_tissue",,
UBERON:0001963,bronchial-associated lymphoid tissue,A diffuse collection of lymphpoid cells that participate in airway immune responses.,bronchus associated lymphoid tissue,,pheno_slim,"FMA:62821|MA:0000135|NCIT:C32234|UMLS:C1179418 {source=""ncithesaurus:Bronchus-Associated_Lymphoid_Tissue""}",,
UBERON:0001964,least splanchnic nerve,"A thoracic nerve that nerve travels into the abdomen, where its fibers synapse in the renal ganglia.",least thoracic splanchnic nerve|lowest splanchnic nerve|nervus splanchnicus imus|ramus renalis nervus splanchnici minoris|renal branch of lesser splanchnic nerve|renal nerve,,human_reference_atlas|organ_slim|uberon_slim,EMAPA:29691|FMA:6283|MA:0002635|SCTID:280506004|Wikipedia:Thoracic_splanchnic_nerves#cite_note-4,,
